11	Physics	NSU Motorenwerke	53	NSU Motorenwerke AG, or NSU, was a German manufacturer of automobiles, motorcycles and pedal cycles, founded in 1873. Acquired by Volkswagen Group in 1969, VW merged NSU with Auto Union, creating Audi NSU Auto Union AG, ultimately Audi. The name NSU originated as an abbreviation of "Neckarsulm", the city where NSU was located.
12	Physics	Mercedes (marque)	112	Mercedes was a brand of the Daimler-Motoren-Gesellschaft (DMG). DMG began to develop in 1900, after the death of its co-founder, Gottlieb Daimler. Although the name was not lodged as a trade name until 23 June 1902 and not registered legally until 26 September, the brand name eventually would be applied to an automobile model built by Wilhelm Maybach to specifications by Emil Jellinek that was delivered to him on 22 December 1900. By Jellinek's contract, the new model contained a newly designed engine designated "Daimler-Mercedes". This engine name is the first instance of the use of the name, Mercedes, by DMG. The automobile design would later be called the Mercedes 35 hp.
13	Physics	Melkus	78	Melkus was a marque of single seat racing cars and sport cars founded by the race driver Heinz Melkus in Dresden in East Germany. The company existed from 1959 to 1986, and then from 2009 to 2012. The cars originally used engines from Wartburgs and many of the other parts came from Wartburgs and Trabants. The racing cars competed in Formula 3, Formula Junior and Formula Ford. The 2009 to 2012 models used engines from Toyota and Volkswagen.
14	Physics	Maybach	44	Maybach Motorenbau is a German car brand that today exists as a part of Mercedes-Benz. The company was founded in 1909 by Wilhelm Maybach and his son, originally as a subsidiary of Luftschiffbau Zeppelin GmbH, and it was known as Luftfahrzeug-Motorenbau GmbH until 1999.
15	Physics	Markranstädter Automobilfabrik	19	The Markranstädter Automobilfabrik is a former producer of automobiles from Markranstädt, Germany, which was active between 1909 and 1923.
16	Physics	Lotec	49	Lotec is a German sports car manufacturer. The company was founded in 1962 by Kurt Lotterschmid. By 1969, the firm began building race cars, and would turn their attention to modifications for Porsches in 1975. In 1983, they began to create aftermarket aerodynamic and performance parts for Mercedes-Benz cars.
17	Physics	Koenig Specials	93	Koenig Specials GmbH is a German tuning house based in Munich that specialised in modifications to European luxury cars but gained notability in the 1980s and 1990s for their performance modifications to Ferraris. Some of its most notable works included a twin-turbo Ferrari Testarossa that produced 1,000 bhp, a highly unusual output for cars at the time, as well as the 850 bhp Ferrari F50. Koenig also entered into automobile production with its road-going version of the Porsche 962 known as the Koenig C62, therefore becoming the first road-legal Group C-based car.
18	Physics	Karmann	28	Wilhelm Karmann GmbH, known commonly as Karmann, in Osnabrück, Germany, was until its 2009 insolvency proceedings the largest independent motor vehicle manufacturing company respectively contract manufacturer in Germany.
19	Physics	Isdera	93	Isdera AG or Ingenieurbüro für Styling, Design und Racing is a privately run specialty automaker and design service provider based in Saarwellingen, Germany with a design studio in Munich, Germany and a subsidiary in Shanghai, China. The company was formerly based in Leonberg, Germany. Each high-performance sports car is hand-built by a small team of craftsmen, and the only way to purchase a brand new Isdera was to call the CEO directly. Each vehicle is custom built for its original buyer, and a waiting period of twelve months is to be expected.
20	Physics	HQM Sachsenring GmbH	82	HQM Sachsenring GmbH is a Zwickau-based company that supplies chassis and body parts to the automotive industry. The company was named after the Sachsenring race track. Founded as VEB Sachsenring after the end of World War II, Sachsenring was one of the few manufacturers of vehicles in East Germany, its best known product being the Trabant. Following the reunification of Germany in 1990, Sachsenring transitioned from a government-owned company under a centrally-planned economy to a private corporation in a free market economy.
21	Physics	Hofele-Design	39	HOFELE-Design GmbH, founded 1983 in Donzdorf, Germany, is a specialist German tuning company for Mercedes-Benz. HOFELE-Design is recognised by SAE International as a vehicle manufacturer and has been awarded a Worldwide Manufacturers Identification (WMI) code by the Kraftfahrt-Bundesamt (KBA).
22	Physics	Grade Automobilwerke	25	Grade Automobilwerke AG was an automobile manufacturing company established by the German aviation pioneer Hans Grade in 1921 and was closed in the late 1920s.
23	Physics	Fuldamobil	113	 Fuldamobil  is the name of a series of small cars produced by Elektromaschinenbau Fulda GmbH of Fulda, Germany, and Nordwestdeutscher Fahrzeugbau (NWF) of Wilhelmshaven between 1950 and 1969. Various designated versions of the car were produced, although the vehicles produced under each designation were not always identical and the designations were sometimes misapplied. Though overall numbers produced were relatively small, the cars attracted sufficient attention to see licensed construction on four continents including Europe. In its ultimate configuration it is said to have inspired the term "bubble car". It is acknowledged as the first car in the world to feature a negative scrub radius, now recognised as a major advance in driving safety.
24	Physics	Ford of Europe	23	Ford of Europe AG is a subsidiary company of Ford Motor Company founded in 1967 in Cork, Ireland, with headquarters in Cologne, Germany.
25	Physics	Ford Germany	30	Ford-Werke GmbH is a German car manufacturer headquartered in Niehl, Cologne, North Rhine-Westphalia and a subsidiary of Ford of Europe, which in turn is a subsidiary of Ford Motor Company.
26	Physics	Espenlaub (automobile)	84	The Espenlaub line of automobiles was a series of innovative and unusual vehicles created by Gottlob Espenlaub, a German inventor, between 1928 and 1953. Although Espenlaub was mainly known for his work on gliders and rocket propulsion, he also worked as a pioneer of aerodynamics and lightweight construction. The early experimental cars were unusual and unique. Plans to launch a range of elegant, sporty coupés in the early 1950s fell through for economic reasons, and only a few pre-production vehicles were available for testing.
27	Physics	E.GO Mobile	38	e.GO Mobile AG based in Aachen, Germany, in an electric vehicle start-up founded in 2015 by RWTH Aachen-professor Günther Schuh. Schuh co-founded the electric van company StreetScooter in 2010, which was acquired by Deutsche Post AG in 2014.
28	Physics	Durkopp Adler	57	Durkopp Adler is a German manufacturer of material handling systems and industrial sewing machines that are used in the manufacture of garment and upholstery. It is headquartered in Bielefeld, Germany. The firm is a result of a merger in 1990 between Koch Adler Nahmaschinenwerke and Durkoppwerke. It has operations in nearly 10 countries and has 11 subsidiaries.
29	Physics	Daimler AG	54	Daimler AG is a German multinational automotive corporation, headquartered in Stuttgart, Baden-Württemberg. Daimler-Benz was formed with the merger of Benz & Cie and Daimler Motoren Gesellschaft in 1926. The company was renamed DaimlerChrysler upon acquiring the American automobile manufacturer Chrysler Corporation in 1998, and was again renamed Daimler upon divesting of Chrysler in 2007.
30	Physics	CityEl	22	The CityEl is a 3-wheel lightweight electric car originally designed and manufactured in Denmark, but currently made in Germany by Citycom GmbH.
31	Physics	Brennabor	33	Brennabor-Werke AG was a German manufacturer of infant buggies, bicycles, motorcycles and, for two decades, of powered motor vehicles. It was based in Brandenburg an der Havel and operated between 1871 and 1945.
32	Physics	Borgward Group	115	Borgward Group AG is a German-based automobile brand established in May, 2008. The company is headquartered in Stuttgart, Germany, and carries the identity of former German brand Borgward. It has started its business with a fleet of conventional SUVs with German design and engineering, with sales reaching approx. 75,000 units by January 2018 and has branches in China, Russia, India, Brazil and Mexico. However, the company aspires to become one of the leading electric-vehicle manufacturers in the next decade. Full electric models, BXi7 and GT SUV BX6 were officially launched on May 9, 2018, in Beijing, China, and at the Frankfurt Motor Show 2017 presented the Isabella concept, its vision of a full-electric 4-door coupé.
33	Physics	BMW	51	Bayerische Motoren Werke AG, translated in English as Bavarian Motor Works, commonly referred to as BMW, is a German multinational company which produces automobiles and motorcycles. The company was founded in 1916 as a manufacturer of aircraft engines, which it produced from 1917 until 1918 and again from 1933 to 1945.
34	Physics	Bitter (automobile)	44	Erich Bitter Automobil GmbH (Bitter) is a premium sports-luxury automobile marque produced in Germany and later Austria. Founder Erich Bitter, a former racing driver turned automobile tuner, importer and ultimately designer began crafting his own vehicles after business ventures with Italian manufacture Intermeccanica ended.
35	Physics	Basse und Selve	73	Basse und Selve (BuS) were German manufacturers of engines for automobiles, motorcycles, boats, aircraft and railcars, supplying engines for Selve cars built at the Selve Automobilwerke AG, but also various other manufacturers of automobiles and commercial vehicles, such as Beckmann, Mannesmann, and Heim. The Altena factory was founded in 1908 by Gustav Selve, employing 2,000 workers, with Dr. Walther von Selve taking over the firm on the death of Gustav Selve, his father.
36	Physics	Auto 5000	17	Auto 5000 GmbH was a German vehicle manufacturing company set up inside the Volkswagen complex in Wolfsburg.
37	Physics	Audi	41	Audi AG is a German automobile manufacturer that designs, engineers, produces, markets and distributes luxury vehicles. Audi is a member of the Volkswagen Group and has its roots at Ingolstadt, Bavaria, Germany. Audi-branded vehicles are produced in nine production facilities worldwide.
38	Physics	Artega Automobile	82	Artega Automobil GmbH & Co. KG is a German sports car manufacturer based in Delbrück, Germany. Founded by Klaus Dieter Frers in 2006, the company's first product was a mid-engined sports coupé released in 2007. In early 2010 a private equity and venture capital firm that already held a stake in Artega took full control. Artega filed for bankruptcy in July 2012. It was reacquired by a company under Frers' control that same year and eventually resumed production, specializing in electric vehicles.
39	Physics	Apollo Automobil	45	Apollo Automobil is a German sports car manufacturer headquartered in Denkendorf. Roland Gumpert, the founder of Apollo, once held the position of director of Audi Sport. Under his management, Audi won a total of 25 World Rally Championship rallies and four World Rally Championship titles.
40	Physics	Apal	13	For the small Russian plastics company who builds an SUV see: APAL Stalker
41	Physics	Alpina	31	Alpina Burkard Bovensiepen GmbH & Co. KG is an automobile manufacturing company based in Buchloe, in the Ostallgäu district of Bavaria, Germany that develops and sells high-performance versions of BMW cars.
1	Physics	Zimmer (automobile)	24	Zimmer was an American automaker, based in Syracuse, New York. The original company was founded in 1978 as Zimmer Motorcars Corporation by Paul Zimmer.
2	Physics	Wildfire (motor company)	34	Wildfire Motors was a company based in Steubenville, Ohio, specializing in the sales of scooters, motorcycles, ATVs, cyclecars, and electric vehicles. The vehicles are manufactured in China and are distributed throughout the United States.
3	Physics	Wikispeed	38	Wikispeed is an automotive manufacturer that produces modular design cars. Wikispeed competed in the Progressive Automotive X Prize competition in 2010. The car debuted at the North American International Auto Show (NAIAS) in Detroit, Michigan in January 2011.
4	Physics	WaterCar	135	WaterCar is an American company that specializes in the manufacture and development of luxury amphibious vehicles. Based in Southern California, the company was founded by Dave March in 1999 when he was inspired by the Amphicar of the 1960s. March claims he originally had no plans to market an amphibious vehicle — just merely to build one. In 2013, the company released its first commercial vehicle, the Panther, which holds a top speed of 80 mph (130 km/h) on land and 45 mph (72 km/h) on water. The company holds 27 amphibious related patents as well as the Guinness World Record for the fastest amphibious vehicle. WaterCar vehicles are designed and manufactured at Fountain Valley BodyWorks, an 85,000 square feet (7,900 m2) collision repair auto body shop in Southern California, owned and operated by March.
5	Physics	Volkswagen Group of America	58	Volkswagen Group of America, Inc., is the North American operational headquarters, and subsidiary of the Volkswagen Group of automobile companies of Germany. VWoA is responsible for five marques: Audi, Bentley, Bugatti, Lamborghini, and Volkswagen cars. It also controls VW Credit, Inc., Volkswagen's financial services and credit operations. The company is headquartered in unincorporated Fairfax County, Virginia, near Herndon.
6	Physics	Tucker 48	90	The Tucker 48 is an automobile conceived by Preston Tucker while in Ypsilanti, Michigan and briefly produced in Chicago, Illinois in 1948. Only 51 cars were made including their prototype before the company was forced to declare bankruptcy and cease all operations on March 3, 1949, due to negative publicity initiated by the news media, a Securities and Exchange Commission investigation and a heavily publicized stock fraud trial. Speculation exists that the Big Three automakers and Michigan Senator Homer S. Ferguson also had a role in the Tucker Corporation's demise.
7	Physics	Tesla, Inc.	99	Tesla, Inc., is an American automotive and energy company based in Palo Alto, California. The company specializes in electric car manufacturing and, through its SolarCity subsidiary, solar panel manufacturing. It operates multiple production and assembly plants, such as Gigafactory 1 near Reno, Nevada, and its main vehicle manufacturing facility at Tesla Factory in Fremont, California. As of 2019, Tesla sells Model S, Model X, and Model 3 cars. It is accepting reservations for the Model Y, Roadster (2020),, Cybertruck, and Semi vehicles. Tesla also sells Powerwall, Powerpack, and Megapack batteries, solar panels, solar roof tiles, and some related products.
8	Physics	Terrafugia	59	Terrafugia is a Chinese-owned corporation, based in Woburn, Massachusetts, United States that is developing a roadable aircraft called the Transition and a flying car called the TF-X. The Transition and TF-X are designed to be able to fold their wings, enabling the vehicles to also operate as street-legal road vehicles. First delivery of the Transition is expected in 2019.
9	Physics	Superformance	100	Superformance LLC is an American automobile company that builds, designs, develops, engineers and markets sports cars, related performance components and full replicars. The company was founded as "Superformance International Inc." by Hi-Tech Automotive Ltd. in 1996. Today, Superformance has 15 authorized dealers in the United States and 6 international dealers. SPF cars are sold as "turnkey-minus replacers". In December, 2005 Hi-Tech Automotive transferred the ownership of its subsidiary, Superformance, to American Hillbank Automotive Group, which is a privately owned business of American entrepreneur Lance Stander. Hi-Tech Automotive continue to build Superformance cars at its plant in Port Elizabeth, South Africa.
10	Physics	Subaru of America	48	Subaru of America, Inc., based in Camden, New Jersey, is the United States-based distributor of Subaru's brand vehicles, a subsidiary of Subaru Corporation of Japan. The company markets and distributes Subaru vehicles, parts and accessories through a network of more than 600 dealers throughout the United States.
11	Physics	Stutz Motor Company	31	The Stutz Motor Car Company of America, Inc., was an American producer of high-end sports and luxury cars based in Indianapolis, Indiana, USA. Production began in 1911 and ended in 1935.
12	Physics	Studebaker	51	Studebaker was an American wagon and automobile manufacturer based in South Bend, Indiana. Founded in 1852 and incorporated in 1868 as the Studebaker Brothers Manufacturing Company, the firm was originally a producer of wagons, buggies, carriages and harnesses. Studebaker continued to manufacture other diversified products after automobile production ceased in 1966.
13	Physics	Stout Motor Car Company	41	William Bushnell Stout was a pioneering American inventor, engineer, developer and designer whose works in the automotive and aviation fields were groundbreaking. Stout designed an aircraft that eventually became the Ford Trimotor and was an executive at the Ford Motor Company.
14	Physics	SSZ Stradale	121	The SSZ Stradale is an automobile developed by Tom Zatloukal, an Alfa Romeo racer and restorer, and produced between 1984 and 1999. SSZ stands for Sprint Speciale Zatloukal. Based on the Giulietta SS, the aim was to produce a high performance version with a lightweight and wider body than the standard production SS. The original intent had been to produce a one-off vehicle for personal use. The car was well received at Alfa club events and Alfa historian Pat Braden nicknamed the car "The Zatmobile" and published photos in Alfa Owner magazine. A second car was built for Joe Benson, author of the Alfa Romeo Buyers Guide. After several other people expressed interest in purchasing a car, SSZ Motorcars was born.
15	Physics	SSC North America	32	SSC North America is an American automobile manufacturer founded in 1998 by owner Jerod Shelby. The company is based in Richland, in the Tri-Cities, Washington and specializes in the production of hypercars.
16	Physics	Spaulding Manufacturing Company	198	The Spaulding Manufacturing Company is a complex of historic buildings located in Grinnell, Iowa, United States. Vermont native H.W. Spaulding settled in Grinnell in 1876 to open a blacksmith and wagon repair shop. Not long after, he started to manufacture wagons. Because of his modest success he entered into a series of partnerships over the years. The oldest building in the complex was completed around 1880, and the company grew to a complex of five buildings. The last building was completed in 1910, and has a masonry chimney that originally rose to 110 feet (34 m) high. All the buildings are brick construction, and they range in height from two floors to three floors. As modes of transportation began to change, so did Spaulding. The company began manufacturing automobiles. They were one of several early automobile manufacturers that had existing operations that manufactured bicycles, wagons, and carriages. They went out of business in 1929. Since that time the facility has housed a variety of small-scale manufactures, and even a veterinary clinic. Part of the plant has been renovated and now houses the Iowa Transportation Museum. The complex was listed on the National Register of Historic Places in 1978.
17	Physics	Shay Motors Corporation	86	Shay Motors Corporation was a automobile company founded by Harry J. Shay in February 1978 as the Model A & Model T Motor Car Reproduction Corporation. Harry Shay arranged with Ford Motor Company to build a limited run, modern-day reproduction of the Ford Model A Roadster, with a rumble seat, that was to be sold through the network of Ford Automobile Dealers and built in Battle Creek, Michigan. It was hoped that displaying the vehicles in Ford dealer showrooms would increase potential customer visits and sales.
18	Physics	Saleen	60	Saleen Automotive, commonly known as Saleen /səˈliːn/, is an American manufacturer of specialty high-performance sports cars and high-performance automotive parts. Saleen is headquartered in Corona, California, USA. On June 26, 2013 Saleen Automotive, Inc became public through a reverse merger. It is listed on the OTC Bulletin Board and is controlled and majority owned by Saleen brand founder Steve Saleen.
19	Physics	Ronn Motor Group	11	Ronn Motor Group (RMG) is an automaker based in Scottsdale, Arizona.
20	Physics	Rivian	86	Rivian is an American automaker and automotive technology company. Founded in 2009, the company develops vehicles, products and services related to sustainable transportation. The company has facilities in Plymouth, Michigan; Normal, Illinois; San Jose and Irvine, California; and the United Kingdom. In 2017, Rivian announced it was building an electric sport utility vehicle (SUV) and pickup truck on a platform that executives claim can be modified for future vehicles or adapted by other companies, with both vehicles semi-autonomous and designed for on-road and off-road driving.
21	Physics	Rezvani Automotive Designs	55	Rezvani Motors is an automotive designer and manufacturer of high-performance supercars based in Irvine, California. Rezvani Motors was founded by Iranian-American entrepreneur Ferris Rezvani, one of the designers of Vencer's Sarthe supercar who formerly worked with Aston Martin, Ferrari, and DBC. The company's main product is the Rezvani Beast, a self-funded project by Rezvani.
22	Physics	RAESR	62	RAESR is an American automobile manufacturer founded in 2014 in Los Angeles, California by Eric Rice. The company is based in Los Angeles, California and specializes in the production of electric supercars. Their prototype model the "Tachyon Speed" was first introduced to the public in late 2017 through an electric vehicle infrastructure series made by E.ON, one of Europe's largest energy conglomerates.
23	Physics	Racefab Inc.	11	Racefab Inc. is a company formed by Joel Jackson in 1991.
24	Physics	Pierce-Arrow Motor Car Company	43	The Pierce-Arrow Motor Car Company was an American motor vehicle manufacturer based in Buffalo, New York, which was active from 1901 to 1938. Although best known for its expensive luxury cars, Pierce-Arrow also manufactured commercial trucks, fire trucks, camp trailers, motorcycles, and bicycles.
25	Physics	Panoz	41	Panoz is an American manufacturer of sports automobiles founded in 1989 as Panoz Auto Development by Dan Panoz and currently owned by Don Panoz. Panoz products have included the Panoz Roadster and AIV Roadster, the Panoz Esperante, and the Panoz Avezzano.
26	Physics	Packard	44	Packard was an American luxury automobile marque built by the Packard Motor Car Company of Detroit, Michigan, United States. The first Packard automobiles were produced in 1899, and the last Detroit-built Packard in 1956, when they built the Packard Predictor, their last concept car.
27	Physics	Oldsmobile	130	Oldsmobile was a brand of American automobiles produced for most of its existence by General Motors. Olds Motor Vehicle Co. was founded by Ransom E. Olds in 1897. It produced over 35 million vehicles, including at least 14 million built at its Lansing, Michigan factory alone. During its time as a division of General Motors, it slotted into the middle of GM's five divisions, and was noted for its testing of groundbreaking technology and designs, most notably the "Rocket V8" engine. In 1985, over 1 million Oldsmobiles were sold, but by the 1990s the division was tasked with competing with import brands. When it was shut down in 2004, Oldsmobile was the oldest surviving American automobile marque, and one of the oldest in the world, after Peugeot, MAN, and Tatra.
28	Physics	Oakland Motor Car Company	46	The Oakland Motor Car Company of Pontiac, Michigan, was an American automobile manufacturer and division of General Motors. Purchased by General Motors in 1909, the company continued to produce modestly priced automobiles until 1931 when the brand was dropped in favor of the division's Pontiac make.
29	Physics	Nikola Motor Company	41	Nikola Motor Company is an American hybrid truck design company based in Phoenix, Arizona, where it also has its research and development operations. It was founded in 2014 in Salt Lake City, Utah. The company is named after inventor Nikola Tesla.
30	Physics	Nash Motors	48	Nash Motors Company was an American automobile manufacturer based in Kenosha, Wisconsin, in the United States from 1916 to 1937. From 1937 to 1954, Nash Motors was the automotive division of the Nash-Kelvinator Corporation. Nash production continued from 1954 to 1957 after the creation of American Motors Corporation.
31	Physics	Myers Motors	72	Myers Motors is a small automobile company operating in Tallmadge, Ohio. Their vehicle, the Myers Motors NmG is a single-passenger, three-wheeled, battery electric vehicle designed specifically for commuting and city driving. It was initially produced by Corbin Motors as the Sparrow and now by Myers Motors. It is a Personal Electric Vehicle (PEV). The company is developing the Duo, a two-passenger EV with a similar design, but using more advanced battery technology.
32	Physics	Miles Electric Vehicles	46	Miles Electric Vehicles was a manufacturer and distributor of all-electric vehicles manufactured by FAW Tianjin in China that met international car safety standards. Miles was given the "Electric Car Company of 2007" award by Good Clean Tech. The company filed for bankruptcy on June 11, 2013.
33	Physics	Meyers Manx, Inc.	133	The Meyers Manx dune buggy is a small recreationally-oriented automobile, designed initially for desert racing by Californian engineer, artist, boat builder and surfer Bruce F. Meyers. It was produced by his Fountain Valley, California company, B. F. Meyers & Co. from 1964 to 1971, in the form of car kits applied to shortened chassis of Volkswagen Beetles. The car line dominated dune racing in its time, breaking records immediately, and was eventually also released in street-oriented models, until the company's demise due to tax problems after Meyers's departure. New vehicles inspired by the original Manx buggy have been produced by Meyers's re-founded operation, Meyers Manx, Inc., since 2000. The name and cat logo of the brand derives from the Manx cat, by virtue of the tailless breed's and the shortened vehicle's truncated "stubbiness".
34	Physics	Mercury (automobile)	67	Mercury is a defunct division of the U.S. automobile manufacturer Ford Motor Company. Marketed as an entry-level premium brand for nearly its entire existence, Mercury was created in 1938 by Edsel Ford to bridge the price gap between the Ford and Lincoln vehicle lines. In a similar context, Buick and Oldsmobile served the same role within General Motors while Mercury competed against the namesake brand of Chrysler.
35	Physics	Mercedes-Benz USA	46	Mercedes-Benz USA, LLC (MBUSA) is the distributor for passenger cars of Daimler AG in the United States located in Sandy Springs, Georgia, USA. It is a subsidiary of Daimler AG and today sells cars from the Mercedes-Benz and Smart brands, as well as the Mercedes-Benz Transporter.
36	Physics	Margay Products Inc.	19	Margay is a kart chassis manufacturer that designs and builds sprint and endurance karts in St. Louis, Missouri, USA.
37	Physics	Lyons Motor Car	51	Lyons Motor Car is a US based automobile developer/manufacturer focused on creating "An American hyper performance sports car company" to compete with luxury European sports car companies. Lyons Motor Car was established in 2014 and is based in New York City. The company is developing their first vehicle, the LM2 Streamliner.
38	Physics	Lucid Motors	25	Lucid Motors, Inc. is an American automotive company specializing in electric cars. The company was founded in 2007, and it is based in Newark, California.
39	Physics	Lost Cause Motors	39	Lost Cause Motors was an American automobile manufacturer, based in Louisville, Kentucky from 1963 to 1964. Its founder, Charles P. Farmsley, had previously been mayor of Louisville and worked at the coachbuilding company Derham Body Company in Rosemont (Pennsylvania).
40	Physics	Lone Star (1920 automobile)	79	The Lone Star was made by the Lone Star Motor Truck and Tractor Association, San Antonio, Texas, from 1920 to 1922. It was available as a 4-30 or 6-40, both utilizing Lycoming power units. Both open and closed models were listed for sale. The cars were manufactured for Lone Star by Piedmont of Lynchburg, Virginia. Advertisements listed the 4-30 model for sale at $1545, about three times the cost of a Ford or Chevrolet of the same time period.
41	Physics	Local Motors	73	Local Motors is an American motor vehicle manufacturing company focused on low-volume manufacturing of open-source motor vehicle designs using multiple microfactories. It was founded in 2007 with headquarters in Phoenix, Arizona. The company’s current vehicles include the Rally Fighter and their 3D-printed Strati and Swim vehicles. The company develops vehicles using 3D Printing and utilizes vehicle designs provided by the online community. In 2016, the company introduced an autonomous electric-powered shuttle named Olli.
42	Physics	Lincoln Motor Company	60	Lincoln, formally the Lincoln Motor Company, is the luxury vehicle division of American auto company Ford. Marketed among the top luxury brands in the United States, Lincoln has competed closely against Cadillac for nearly its entire existence. Lincoln has the distinction of establishing the personal luxury car segment, with the entry of the Lincoln Continental into mass production in 1940.
43	Physics	Jeep	51	Jeep is a brand of American automobile and division of FCA US LLC, a wholly owned subsidiary of the Italian-American corporation Fiat Chrysler Automobiles. Jeep has been a part of Chrysler since 1987, when Chrysler acquired the Jeep brand, along with remaining assets, from its previous owner American Motors Corporation (AMC).
44	Physics	Intermeccanica	34	Intermeccanica  is an automobile manufacturer, founded in Torino, Italy, in 1959 by Frank Reisner. It subsequently moved first to the United States, then to Canada, and is currently headed by Frank's son, Henry Reisner.
45	Physics	Hudson Motor Car Company	47	The Hudson Motor Car Company made Hudson and other brand automobiles in Detroit, Michigan, U.S., from 1909 to 1954. In 1954, Hudson merged with Nash-Kelvinator to form American Motors Corporation (AMC). The Hudson name was continued through the 1957 model year, after which it was discontinued.
46	Physics	Herring Motor Car Company Building	171	The Herring Motor Car Company Building, also known as 10th Street Lofts, is an historic building located in downtown Des Moines, Iowa, United States. The building is a six-story brick structure that rises 90 feet (27 m) above the ground. It was designed by the Des Moines architectural firm of Proudfoot, Bird & Rawson in the Classical Revival style. Clyde L. Herring had the building built in 1912 and it was completed the following year. It was originally a four-story building and two more floors were added 18 months after it was originally built. By 1915 the company was building 32 Ford automobiles a day, and had delivered “more automobiles than any other one automobile agency in the United States”. Along with the neighboring Standard Glass and Paint Company Building it is part of the same loft apartment complex. The National Biscuit Company Building on the other side of the building has also been converted into an apartment building. It was listed on the National Register of Historic Places in 2004.
47	Physics	H. C. S. Motor Car Company	37	H. C. S. Motor Car Company was a short-lived Indianapolis, Indiana, automobile manufacturer. It may have built as many as 3,000 cars between the summer of 1920 and 1926, when its doors were closed by its creditors.
48	Physics	GMC (automobile)	72	General Motors Company (GMC), formally the GMC Division of General Motors LLC, is a division of the American automobile manufacturer General Motors (GM) that primarily focuses on trucks and utility vehicles. GMC sells pickup and commercial trucks, buses, vans, military vehicles, and sport utility vehicles marketed worldwide by General Motors. In North America, GMC dealerships are almost always also Buick dealerships, allowing the same dealer to market both upscale cars and trucks.
